Advent of Code - Day 04
Opening file C:/Users/aforgiel/source/repos/AdventOfCode2023/AdventOfCodeDay04/input.txt => 0
Cards: 187
[001] id: 1, score: 0, numbers: 5 (1) 6 (2) 12 (1) 14 (1) 17 (1) 18 (2) 20 (2) 23 (1) 25 (1) 27 (2) 28 (1) 30 (2) 31 (1) 32 (1) 38 (2) 41 (1) 47 (1) 50 (1) 52 (1) 53 (1) 54 (1) 55 (2) 60 (1) 61 (1) 65 (2) 66 (1) 70 (2) 72 (2) 76 (1) 77 (1) 88 (1) 89 (1) 95 (1) 96 (1) 99 (1)
[012] id: 12, score: 512, numbers: 1 (3) 4 (3) 6 (1) 14 (1) 17 (1) 18 (1) 23 (3) 37 (1) 42 (1) 48 (1) 49 (3) 52 (1) 57 (3) 58 (1) 63 (3) 65 (1) 73 (3) 76 (1) 77 (1) 81 (3) 85 (1) 86 (3) 88 (1) 95 (1) 99 (3)
[013] id: 13, score: 4, numbers: 1 (1) 6 (2) 7 (1) 8 (2) 9 (1) 12 (1) 20 (2) 24 (1) 25 (1) 26 (2) 27 (1) 31 (2) 36 (1) 40 (3) 48 (1) 50 (1) 52 (3) 55 (1) 56 (1) 57 (1) 63 (3) 68 (1) 71 (1) 73 (1) 75 (1) 76 (2) 80 (1) 85 (1) 86 (1) 87 (2) 90 (1) 94 (1)
[014] id: 14, score: 2, numbers: 2 (1) 6 (2) 7 (2) 18 (1) 19 (1) 22 (2) 24 (1) 30 (1) 31 (1) 33 (1) 36 (2) 37 (2) 38 (1) 39 (1) 40 (1) 44 (2) 49 (1) 53 (1) 56 (1) 57 (1) 60 (1) 62 (2) 63 (3) 64 (1) 66 (1) 70 (3) 71 (1) 74 (1) 75 (1) 77 (1) 87 (1) 90 (1) 99 (2)
[015] id: 15, score: 2, numbers: 1 (1) 2 (2) 3 (2) 5 (1) 13 (1) 16 (2) 19 (1) 23 (1) 27 (3) 32 (2) 34 (1) 39 (2) 41 (1) 42 (3) 45 (1) 46 (1) 49 (2) 50 (1) 52 (1) 53 (1) 54 (1) 63 (1) 68 (1) 70 (1) 72 (1) 75 (1) 77 (1) 80 (2) 82 (1) 91 (1) 93 (1) 96 (2) 97 (1)
[016] id: 16, score: 4, numbers: 3 (1) 10 (1) 13 (1) 14 (2) 22 (3) 23 (2) 24 (1) 30 (1) 32 (1) 34 (1) 37 (1) 39 (2) 42 (3) 47 (2) 48 (2) 49 (2) 51 (1) 52 (1) 54 (1) 55 (1) 56 (1) 58 (1) 64 (1) 65 (1) 66 (3) 71 (1) 79 (1) 86 (2) 92 (1) 94 (1) 95 (1) 96 (1)
[017] id: 17, score: 8, numbers: 1 (3) 3 (1) 4 (1) 10 (1) 15 (1) 16 (1) 20 (2) 24 (1) 26 (2) 30 (1) 35 (1) 36 (1) 37 (1) 40 (1) 41 (1) 43 (1) 44 (1) 46 (1) 47 (3) 56 (3) 57 (1) 62 (1) 69 (2) 70 (3) 75 (1) 82 (1) 85 (1) 93 (2) 94 (1) 96 (2) 98 (2)
[018] id: 18, score: 16, numbers: 1 (3) 3 (1) 5 (1) 6 (3) 7 (2) 12 (2) 15 (1) 16 (2) 20 (1) 25 (3) 28 (3) 30 (1) 34 (2) 36 (1) 45 (1) 49 (1) 51 (1) 52 (1) 54 (1) 59 (1) 60 (1) 63 (2) 65 (1) 68 (1) 69 (1) 71 (1) 89 (1) 94 (3) 98 (1) 99 (1)
[019] id: 19, score: 0, numbers: 1 (1) 2 (2) 4 (1) 5 (1) 7 (1) 11 (1) 14 (1) 15 (1) 20 (1) 22 (1) 28 (2) 32 (1) 36 (1) 45 (1) 48 (2) 52 (2) 56 (2) 58 (2) 59 (1) 61 (2) 63 (1) 69 (2) 70 (1) 72 (1) 73 (1) 74 (1) 78 (2) 79 (1) 80 (1) 82 (2) 91 (1) 93 (1) 96 (1) 97 (1) 99 (1)
[020] id: 20, score: 4, numbers: 1 (1) 13 (2) 16 (1) 18 (1) 23 (3) 28 (2) 31 (1) 35 (1) 37 (2) 38 (1) 41 (1) 42 (1) 43 (1) 44 (1) 49 (1) 50 (1) 56 (1) 57 (2) 60 (1) 63 (1) 66 (1) 70 (3) 71 (1) 75 (1) 78 (2) 83 (2) 84 (1) 87 (1) 90 (3) 95 (1) 96 (1) 97 (2)
[021] id: 21, score: 2, numbers: 2 (1) 10 (3) 11 (1) 21 (1) 23 (2) 25 (1) 26 (1) 31 (1) 32 (1) 33 (2) 36 (2) 37 (1) 41 (1) 45 (1) 46 (1) 48 (1) 50 (2) 52 (1) 54 (1) 55 (3) 59 (2) 67 (1) 68 (1) 71 (1) 76 (1) 82 (1) 85 (2) 86 (2) 87 (1) 88 (1) 92 (1) 95 (2) 99 (1)
[022] id: 22, score: 0, numbers: 2 (2) 3 (2) 6 (1) 7 (1) 9 (1) 15 (1) 16 (1) 19 (1) 24 (1) 27 (1) 36 (1) 38 (1) 40 (2) 41 (1) 51 (1) 52 (2) 53 (2) 55 (2) 56 (2) 57 (1) 59 (1) 60 (1) 64 (1) 66 (2) 67 (2) 69 (1) 71 (1) 73 (1) 74 (1) 75 (1) 77 (1) 83 (1) 86 (2) 95 (1) 99 (1)
[023] id: 23, score: 1, numbers: 4 (2) 7 (1) 8 (1) 13 (1) 16 (1) 27 (1) 28 (1) 29 (3) 35 (2) 36 (2) 38 (2) 40 (1) 43 (2) 45 (1) 49 (1) 58 (2) 59 (2) 62 (1) 65 (1) 66 (1) 70 (2) 72 (1) 74 (1) 77 (1) 80 (2) 84 (1) 85 (1) 87 (1) 89 (1) 91 (1) 92 (1) 94 (1) 96 (1) 99 (1)
[024] id: 24, score: 0, numbers: 5 (1) 7 (2) 8 (2) 9 (1) 10 (1) 15 (2) 21 (1) 23 (1) 28 (1) 35 (1) 36 (1) 43 (2) 44 (2) 45 (1) 46 (1) 48 (2) 50 (1) 51 (1) 52 (1) 54 (1) 58 (2) 61 (1) 62 (1) 67 (1) 74 (1) 75 (1) 76 (1) 78 (1) 83 (1) 89 (2) 93 (1) 95 (2) 96 (1) 97 (1) 98 (2)
[025] id: 25, score: 128, numbers: 1 (1) 3 (1) 13 (1) 14 (1) 17 (1) 20 (1) 21 (1) 22 (1) 23 (3) 25 (1) 31 (3) 32 (1) 34 (1) 36 (2) 37 (3) 38 (3) 49 (1) 51 (2) 54 (1) 65 (1) 66 (3) 74 (3) 75 (3) 87 (1) 90 (1) 93 (3) 98 (1)
[026] id: 26, score: 512, numbers: 4 (1) 5 (3) 8 (1) 19 (3) 20 (1) 21 (3) 25 (1) 28 (1) 34 (1) 38 (3) 41 (3) 42 (1) 49 (3) 53 (1) 55 (3) 57 (1) 58 (3) 69 (1) 76 (1) 81 (1) 92 (1) 93 (3) 95 (1) 97 (1) 98 (3)
[027] id: 27, score: 512, numbers: 3 (3) 6 (1) 11 (3) 21 (1) 27 (1) 30 (1) 32 (1) 38 (1) 41 (1) 44 (3) 45 (3) 48 (3) 52 (1) 61 (1) 66 (3) 69 (1) 73 (3) 76 (3) 83 (1) 84 (1) 85 (3) 91 (1) 92 (1) 96 (3) 98 (1)
[028] id: 28, score: 4, numbers: 4 (1) 6 (1) 7 (1) 9 (1) 10 (1) 23 (1) 24 (1) 26 (1) 32 (1) 35 (1) 36 (3) 37 (3) 42 (2) 44 (3) 47 (1) 56 (1) 57 (1) 60 (1) 61 (1) 62 (2) 63 (2) 68 (1) 69 (2) 72 (1) 76 (2) 80 (1) 81 (1) 90 (1) 94 (2) 96 (1) 97 (2) 98 (1)
[029] id: 29, score: 512, numbers: 3 (1) 7 (1) 13 (1) 17 (3) 27 (1) 33 (1) 34 (1) 40 (1) 42 (1) 44 (1) 45 (1) 48 (3) 53 (1) 55 (1) 56 (1) 61 (3) 63 (1) 65 (3) 68 (3) 76 (3) 78 (3) 80 (1) 86 (3) 96 (3) 98 (3)
[030] id: 30, score: 2, numbers: 1 (2) 2 (1) 4 (3) 7 (1) 9 (2) 10 (1) 11 (1) 12 (1) 20 (2) 21 (1) 23 (3) 32 (2) 34 (1) 43 (1) 46 (1) 49 (1) 51 (1) 54 (1) 58 (1) 61 (1) 68 (2) 71 (2) 72 (1) 78 (1) 79 (2) 82 (1) 83 (1) 86 (2) 90 (1) 91 (1) 95 (1) 97 (1) 99 (1)
[031] id: 31, score: 32, numbers: 2 (3) 14 (1) 17 (3) 24 (1) 29 (1) 32 (2) 37 (1) 39 (3) 41 (1) 47 (1) 49 (1) 50 (1) 51 (1) 53 (1) 56 (2) 58 (1) 61 (1) 63 (1) 65 (2) 67 (1) 72 (1) 73 (1) 74 (2) 80 (3) 81 (3) 86 (3) 87 (1) 88 (1) 91 (1)
[032] id: 32, score: 16, numbers: 2 (1) 5 (1) 6 (1) 8 (3) 9 (1) 11 (1) 12 (1) 14 (1) 16 (1) 32 (2) 35 (1) 36 (3) 37 (1) 40 (1) 42 (2) 50 (1) 51 (3) 61 (1) 67 (2) 68 (1) 69 (1) 71 (1) 74 (3) 79 (1) 81 (2) 82 (1) 83 (1) 91 (2) 94 (1) 96 (3)
[033] id: 33, score: 8, numbers: 2 (1) 3 (1) 5 (1) 6 (1) 7 (3) 8 (1) 9 (3) 15 (1) 16 (2) 17 (1) 23 (1) 29 (2) 34 (1) 37 (2) 38 (1) 39 (1) 40 (1) 43 (1) 53 (3) 54 (1) 62 (1) 63 (1) 65 (1) 67 (2) 69 (1) 81 (2) 86 (1) 88 (1) 91 (1) 92 (2) 96 (3)
[034] id: 34, score: 16, numbers: 1 (3) 2 (1) 5 (3) 6 (1) 7 (1) 12 (2) 14 (3) 15 (1) 16 (1) 18 (1) 26 (1) 30 (1) 31 (2) 36 (1) 38 (1) 39 (1) 47 (1) 49 (2) 52 (2) 54 (1) 61 (1) 64 (1) 72 (2) 77 (1) 83 (1) 88 (1) 93 (1) 94 (1) 95 (3) 96 (3)
[035] id: 35, score: 1, numbers: 7 (2) 8 (2) 9 (1) 19 (1) 23 (2) 24 (1) 25 (1) 28 (3) 29 (1) 32 (1) 35 (1) 36 (1) 42 (1) 43 (1) 46 (1) 47 (2) 55 (1) 57 (1) 58 (1) 59 (1) 61 (2) 66 (1) 71 (2) 76 (1) 77 (2) 78 (1) 83 (2) 85 (1) 86 (1) 87 (1) 92 (1) 95 (1) 96 (2) 99 (1)
[036] id: 36, score: 2, numbers: 3 (2) 14 (1) 22 (1) 23 (1) 25 (1) 26 (1) 28 (2) 36 (1) 43 (1) 44 (1) 48 (1) 49 (2) 50 (1) 54 (1) 55 (1) 56 (2) 57 (1) 58 (1) 63 (3) 70 (1) 71 (3) 75 (1) 76 (1) 78 (1) 79 (1) 81 (2) 86 (1) 88 (2) 90 (1) 91 (1) 96 (2) 98 (2) 99 (1)
[037] id: 37, score: 2, numbers: 6 (1) 10 (1) 11 (1) 12 (3) 16 (2) 17 (1) 20 (2) 23 (1) 24 (1) 26 (1) 30 (2) 33 (1) 35 (3) 36 (1) 38 (1) 42 (1) 43 (1) 46 (1) 48 (1) 50 (1) 54 (2) 55 (2) 62 (2) 63 (1) 67 (1) 72 (1) 74 (1) 75 (2) 76 (1) 83 (1) 87 (2) 91 (1) 95 (1)
[038] id: 38, score: 1, numbers: 2 (1) 3 (2) 6 (1) 9 (1) 11 (2) 19 (1) 26 (1) 31 (1) 32 (1) 33 (2) 35 (1) 36 (3) 39 (2) 44 (1) 46 (2) 50 (1) 51 (2) 53 (1) 54 (1) 65 (1) 70 (1) 71 (1) 76 (2) 77 (1) 78 (2) 79 (1) 83 (2) 84 (1) 85 (1) 86 (1) 90 (1) 91 (1) 95 (1) 96 (1)
[039] id: 39, score: 0, numbers: 1 (1) 10 (1) 14 (2) 15 (2) 20 (1) 28 (1) 30 (1) 31 (1) 32 (1) 33 (2) 36 (1) 37 (1) 38 (2) 39 (1) 40 (1) 41 (1) 48 (1) 51 (1) 52 (1) 57 (1) 62 (1) 63 (1) 64 (1) 65 (2) 66 (2) 68 (2) 69 (1) 70 (1) 72 (2) 75 (1) 82 (2) 90 (1) 94 (1) 95 (2) 96 (1)
[040] id: 40, score: 512, numbers: 12 (1) 14 (3) 19 (1) 27 (1) 31 (3) 32 (1) 36 (1) 37 (1) 38 (1) 39 (1) 42 (3) 43 (1) 50 (1) 51 (3) 53 (1) 59 (1) 63 (3) 64 (1) 69 (3) 73 (3) 75 (3) 82 (1) 85 (1) 89 (3) 98 (3)
[041] id: 41, score: 128, numbers: 1 (1) 2 (1) 5 (1) 17 (1) 20 (1) 30 (3) 34 (3) 38 (1) 43 (3) 45 (3) 57 (1) 60 (1) 64 (3) 68 (1) 70 (1) 72 (1) 73 (2) 78 (1) 80 (1) 82 (1) 83 (1) 87 (1) 89 (3) 90 (2) 91 (3) 96 (3) 98 (1)
[042] id: 42, score: 1, numbers: 4 (1) 5 (1) 13 (1) 15 (1) 17 (1) 21 (1) 22 (1) 24 (2) 27 (1) 30 (1) 36 (1) 37 (2) 38 (1) 45 (1) 47 (3) 48 (2) 53 (1) 55 (1) 56 (1) 62 (2) 63 (1) 64 (2) 66 (1) 67 (2) 76 (1) 77 (2) 79 (2) 80 (1) 85 (1) 88 (1) 93 (1) 96 (2) 98 (1) 99 (1)
[043] id: 43, score: 256, numbers: 2 (1) 5 (1) 8 (3) 11 (3) 13 (1) 15 (1) 18 (1) 19 (3) 20 (1) 24 (1) 25 (3) 28 (1) 44 (1) 48 (3) 50 (3) 55 (2) 59 (1) 60 (1) 61 (1) 66 (3) 67 (1) 72 (1) 76 (1) 78 (1) 79 (3) 88 (3)
[044] id: 44, score: 2, numbers: 1 (1) 6 (1) 10 (2) 12 (2) 14 (2) 15 (1) 16 (1) 20 (1) 35 (1) 41 (1) 46 (1) 50 (2) 52 (2) 53 (2) 54 (2) 55 (1) 57 (2) 59 (1) 62 (1) 67 (1) 69 (1) 70 (3) 71 (1) 77 (3) 78 (1) 79 (1) 81 (1) 83 (1) 84 (1) 85 (1) 92 (1) 97 (1) 99 (1)
[045] id: 45, score: 64, numbers: 2 (3) 6 (1) 7 (1) 9 (1) 12 (2) 13 (3) 16 (1) 23 (3) 34 (2) 37 (3) 39 (1) 43 (1) 44 (2) 45 (1) 51 (3) 52 (3) 53 (1) 57 (1) 61 (1) 64 (1) 66 (1) 72 (1) 73 (1) 76 (3) 78 (1) 92 (1) 94 (1) 96 (1)
[046] id: 46, score: 256, numbers: 2 (3) 4 (3) 5 (1) 8 (1) 23 (3) 33 (3) 34 (1) 35 (3) 39 (1) 46 (1) 49 (1) 54 (3) 55 (1) 57 (1) 62 (2) 63 (3) 66 (1) 69 (1) 77 (3) 78 (1) 85 (1) 88 (3) 91 (1) 92 (1) 94 (1) 97 (1)
[047] id: 47, score: 16, numbers: 4 (1) 10 (1) 16 (1) 22 (2) 28 (3) 29 (1) 31 (3) 32 (1) 37 (2) 39 (2) 45 (1) 48 (1) 49 (1) 50 (1) 59 (1) 60 (1) 61 (3) 64 (1) 66 (3) 72 (1) 74 (1) 75 (1) 76 (2) 79 (1) 81 (1) 83 (2) 91 (1) 97 (1) 98 (3) 99 (1)
[048] id: 48, score: 32, numbers: 2 (2) 6 (1) 15 (1) 17 (1) 20 (1) 24 (3) 25 (3) 35 (2) 37 (1) 46 (3) 53 (1) 54 (1) 55 (1) 57 (1) 58 (2) 59 (1) 65 (3) 66 (1) 70 (1) 71 (1) 72 (1) 78 (1) 80 (1) 85 (1) 87 (1) 94 (2) 95 (3) 97 (3) 98 (1)
[049] id: 49, score: 16, numbers: 1 (1) 5 (3) 14 (1) 16 (1) 17 (1) 21 (1) 37 (2) 39 (1) 44 (1) 45 (1) 46 (1) 49 (1) 50 (3) 60 (3) 62 (1) 64 (1) 68 (2) 70 (1) 71 (1) 74 (1) 76 (1) 78 (1) 79 (2) 80 (1) 81 (3) 85 (1) 86 (2) 89 (2) 93 (1) 95 (3)
[050] id: 50, score: 8, numbers: 1 (1) 5 (1) 6 (1) 8 (1) 9 (3) 10 (1) 16 (1) 17 (1) 18 (1) 19 (1) 21 (1) 22 (1) 23 (2) 29 (1) 34 (1) 40 (1) 42 (1) 47 (1) 53 (3) 54 (2) 55 (3) 62 (2) 64 (2) 73 (2) 81 (1) 82 (1) 83 (1) 84 (1) 94 (2) 95 (3) 99 (1)
[051] id: 51, score: 0, numbers: 1 (1) 2 (1) 3 (1) 10 (1) 13 (1) 14 (2) 16 (1) 20 (1) 21 (1) 23 (1) 30 (1) 31 (1) 33 (1) 35 (2) 37 (1) 39 (2) 41 (2) 44 (1) 47 (1) 48 (2) 52 (1) 54 (2) 59 (1) 63 (2) 64 (2) 67 (1) 68 (1) 69 (1) 70 (2) 80 (1) 86 (2) 88 (1) 89 (1) 95 (1) 99 (1)
[052] id: 52, score: 2, numbers: 3 (2) 8 (1) 10 (1) 11 (1) 13 (1) 14 (2) 16 (1) 18 (1) 26 (1) 28 (1) 31 (3) 34 (1) 37 (1) 42 (1) 43 (1) 47 (3) 50 (1) 51 (1) 52 (1) 53 (2) 54 (1) 58 (1) 64 (1) 66 (1) 68 (1) 71 (1) 72 (2) 73 (1) 80 (2) 81 (2) 83 (2) 84 (1) 92 (2)
[053] id: 53, score: 1, numbers: 1 (2) 4 (1) 11 (1) 12 (1) 25 (1) 27 (2) 28 (2) 31 (1) 32 (3) 37 (1) 38 (1) 40 (1) 42 (2) 43 (2) 44 (2) 45 (1) 46 (1) 48 (1) 49 (1) 55 (1) 56 (1) 58 (2) 62 (1) 63 (2) 65 (1) 75 (1) 77 (1) 79 (1) 80 (1) 89 (1) 91 (1) 93 (1) 96 (1) 97 (2)
[054] id: 54, score: 1, numbers: 6 (1) 9 (1) 10 (1) 11 (2) 13 (1) 15 (1) 22 (3) 24 (1) 32 (1) 34 (2) 36 (1) 38 (2) 49 (1) 50 (2) 55 (1) 56 (1) 61 (1) 62 (1) 63 (2) 67 (1) 68 (1) 69 (1) 71 (1) 72 (1) 76 (1) 80 (2) 82 (2) 84 (1) 87 (1) 90 (2) 92 (1) 93 (1) 95 (2) 96 (1)
[055] id: 55, score: 0, numbers: 1 (1) 4 (1) 5 (1) 8 (2) 15 (1) 16 (2) 20 (1) 23 (1) 27 (1) 28 (1) 29 (2) 30 (1) 34 (1) 39 (1) 40 (2) 43 (1) 45 (1) 52 (1) 55 (2) 56 (1) 57 (2) 58 (1) 62 (1) 63 (2) 64 (1) 65 (1) 69 (1) 73 (2) 77 (1) 82 (1) 85 (1) 87 (1) 92 (1) 93 (2) 99 (2)
[056] id: 56, score: 0, numbers: 3 (1) 8 (2) 16 (1) 17 (1) 20 (2) 22 (1) 28 (2) 29 (1) 32 (1) 34 (1) 35 (2) 39 (1) 43 (2) 48 (1) 51 (1) 58 (1) 60 (1) 62 (2) 64 (2) 68 (1) 69 (1) 70 (1) 72 (2) 74 (2) 75 (2) 77 (1) 83 (1) 84 (1) 86 (1) 93 (1) 94 (1) 95 (1) 97 (1) 98 (1) 99 (1)
[057] id: 57, score: 512, numbers: 1 (1) 5 (1) 9 (3) 10 (3) 14 (1) 17 (1) 18 (1) 19 (3) 21 (3) 32 (3) 36 (1) 41 (1) 43 (1) 63 (3) 66 (3) 67 (1) 70 (1) 74 (1) 81 (1) 82 (1) 83 (3) 87 (1) 88 (3) 95 (3) 96 (1)
[058] id: 58, score: 512, numbers: 2 (3) 8 (1) 11 (1) 12 (3) 13 (1) 19 (3) 26 (1) 32 (3) 35 (1) 36 (3) 43 (3) 44 (1) 53 (1) 55 (3) 56 (1) 60 (1) 70 (3) 72 (1) 76 (1) 82 (1) 85 (3) 87 (1) 93 (3) 96 (1) 97 (1)
[059] id: 59, score: 8, numbers: 5 (1) 6 (1) 9 (1) 16 (2) 20 (3) 21 (2) 24 (1) 25 (1) 26 (1) 27 (1) 29 (1) 37 (1) 38 (2) 42 (3) 44 (1) 51 (1) 53 (1) 55 (1) 61 (2) 62 (3) 65 (3) 70 (1) 72 (2) 73 (1) 79 (1) 81 (2) 82 (1) 85 (1) 87 (1) 88 (1) 96 (1)
[060] id: 60, score: 64, numbers: 1 (1) 3 (1) 9 (1) 11 (1) 19 (3) 23 (2) 26 (1) 27 (2) 29 (1) 30 (1) 39 (2) 45 (1) 50 (1) 57 (1) 61 (1) 64 (3) 65 (1) 72 (1) 74 (3) 77 (1) 78 (1) 80 (3) 82 (1) 83 (1) 92 (3) 93 (1) 95 (3) 98 (3)
[061] id: 61, score: 16, numbers: 3 (1) 4 (2) 6 (1) 12 (1) 15 (1) 17 (3) 22 (2) 27 (1) 28 (2) 36 (1) 37 (1) 48 (1) 56 (1) 57 (2) 58 (1) 59 (1) 60 (1) 61 (1) 62 (1) 64 (1) 67 (1) 69 (3) 77 (3) 78 (1) 81 (3) 86 (2) 87 (3) 94 (1) 95 (1) 97 (1)
[062] id: 62, score: 512, numbers: 3 (1) 5 (1) 10 (3) 12 (1) 14 (3) 15 (1) 31 (1) 32 (3) 35 (1) 40 (1) 54 (1) 55 (1) 56 (3) 60 (1) 67 (1) 68 (3) 71 (3) 76 (3) 82 (1) 85 (1) 86 (3) 92 (1) 93 (3) 95 (3) 97 (1)
[063] id: 63, score: 16, numbers: 1 (1) 2 (2) 4 (1) 5 (2) 6 (3) 11 (3) 14 (1) 26 (1) 27 (1) 29 (1) 35 (1) 43 (1) 44 (1) 45 (1) 47 (2) 48 (2) 49 (1) 54 (1) 55 (1) 57 (1) 58 (1) 59 (1) 63 (1) 70 (3) 74 (1) 77 (1) 78 (1) 80 (2) 88 (3) 90 (3)
[064] id: 64, score: 512, numbers: 4 (3) 7 (3) 9 (1) 17 (1) 23 (1) 28 (3) 31 (1) 34 (3) 42 (1) 43 (3) 45 (3) 47 (1) 54 (1) 57 (1) 61 (1) 62 (3) 65 (3) 66 (3) 69 (1) 74 (1) 80 (1) 81 (1) 92 (1) 95 (1) 97 (3)
[065] id: 65, score: 16, numbers: 3 (1) 5 (1) 6 (1) 8 (1) 12 (2) 13 (2) 15 (1) 21 (3) 33 (3) 35 (1) 36 (1) 38 (1) 40 (2) 41 (1) 44 (1) 48 (1) 50 (2) 51 (2) 58 (1) 62 (1) 64 (1) 65 (1) 67 (1) 70 (1) 74 (1) 79 (3) 80 (1) 82 (3) 86 (3) 87 (1)
[066] id: 66, score: 4, numbers: 2 (1) 4 (1) 5 (1) 9 (1) 20 (1) 23 (2) 27 (1) 30 (1) 31 (1) 32 (2) 33 (1) 34 (2) 35 (2) 36 (1) 41 (1) 42 (1) 47 (1) 49 (2) 53 (1) 54 (3) 66 (1) 73 (3) 75 (1) 77 (2) 80 (1) 84 (1) 85 (1) 86 (1) 87 (1) 94 (3) 95 (2) 97 (1)
[067] id: 67, score: 64, numbers: 8 (1) 13 (1) 15 (1) 19 (1) 22 (1) 23 (1) 26 (2) 27 (1) 37 (3) 42 (3) 43 (1) 44 (3) 47 (1) 49 (1) 50 (1) 51 (3) 52 (1) 59 (1) 60 (1) 61 (1) 66 (1) 67 (1) 70 (2) 74 (3) 79 (1) 81 (3) 84 (2) 87 (3)
[068] id: 68, score: 2, numbers: 4 (1) 5 (1) 9 (1) 10 (2) 16 (2) 17 (1) 19 (1) 22 (1) 23 (1) 28 (1) 29 (2) 32 (1) 33 (1) 40 (1) 44 (2) 47 (2) 48 (3) 50 (1) 51 (1) 53 (1) 55 (1) 61 (1) 66 (1) 70 (2) 72 (1) 75 (1) 77 (1) 80 (2) 86 (1) 87 (2) 91 (1) 94 (1) 95 (3)
